# X^3 + Y^3 = A^4 + B^4
# primitive nontrivial, X>=Y>0, A>=B>0, gcd(X,Y,A,B)=1
# sum branch, A,B <= 10^7
# n=7629
X,Y,A,B
1358087051,792253861,7283112,3705294
690333365,588601771,4307610,3705834
876262056,109712785,4693589,3706980
1043876897,1022032304,6700894,3707139
844961215,78267713,4512204,3708864
759825021,12076229,3973375,3709865
913967152,274198129,4937642,3711151
1615249293,1371580325,9014903,3712349
765758197,343283949,4160133,3712499
802650589,20925733,4252475,3713179
837148547,563772589,4896906,3716844
2032148701,643741141,9592549,3720767
735269441,642229536,4657724,3721201
1409809589,867804653,7558369,3721935
1589017997,605648229,7973711,3722267
1038288392,746951217,6054349,3724700
1722491233,1047859729,8826185,3724843
1416901337,447585129,7236037,3725597
783540257,408395057,4343609,3728205
1588365685,612650123,7974372,3729588
668548257,507425264,3918557,3730562
1521554905,278191801,7607935,3731851
878744879,134658433,4697424,3732570
1615124545,521464321,8031475,3733109
1017930557,304406997,5459695,3734173
776353273,345790105,4210147,3737287
1356376879,1124057393,7809858,3738810
760040689,592623887,4609956,3739476
1382677105,748407736,7317272,3740675
647660401,576563880,4043907,3741220
1349850621,439395221,6960161,3749203
1432669489,203821912,7242419,3750232
807300433,445974160,4517198,3753433
1637785832,233843297,8053800,3753961
1094817761,312724056,5815766,3755213
790276201,482361266,4491381,3755226
1630605305,42113433,8019679,3756821
981148657,723779784,5790066,3759409
729784009,474849962,4147809,3759444
945476921,221043561,5061217,3759719
1011847207,439576457,5508816,3760410
1669063480,743079073,8349386,3761251
1099496433,602936480,6058742,3764623
944243440,85207233,5031528,3768047
1051024136,127848945,5568335,3768622
2059229112,601320929,9670886,3771443
942465733,102075517,5021005,3772915
756921584,170599793,3917680,3774909
799331026,729757625,5134782,3780105
981740501,176474621,5228831,3780189
1768917589,1246643613,9233225,3781677
747629329,206807632,3859339,3783364
1061156593,790660305,6206057,3787479
1694089872,813689009,8489588,3789139
1820611521,524960801,8791021,3792179
1431889681,1383989976,8564329,3792438
1559239754,1361894377,8841159,3792684
792021264,72518417,4127668,3792779
1370386739,666656557,7183266,3794574
826078033,201702239,4369680,3794646
963778761,170197321,5129551,3796827
1223145233,559391144,6510825,3797606
1128267288,142904945,5923069,3799432
1179402874,87573017,6152361,3799806
777048009,20729833,4016373,3802105
1066943602,230603849,5646873,3806964
1444984549,507891213,7362075,3808817
1135214881,108036369,5948925,3814865
837470248,504398529,4737228,3816145
745178161,300077464,3888280,3816845
965200929,124051792,5122666,3817923
1339783569,1079646112,7664376,3818987
1973200538,1079782585,9665823,3819522
661482145,634232776,4267495,3819824
1092600361,321609321,5790459,3821903
957826344,144840097,5083613,3824358
1390642234,395019641,7096815,3826410
817756213,602555325,4844863,3827691
1109870289,1011543697,6838129,3832263
1650107697,1006111009,8530543,3833451
1653615754,777958697,8313198,3835731
1097842351,416867585,5859582,3837000
805413493,537789419,4634190,3837186
921244685,623563733,5330401,3838113
1023223121,677904081,5843293,3838157
1962495585,168454736,9257879,3838960
912850153,435865129,5002435,3839239
2156576176,149777745,9953632,3839835
1269595328,76056849,6539990,3840151
905397633,682391120,5386721,3842428
1680587218,1306594745,9067029,3844968
895016680,590641761,5151635,3845454
864463978,135797705,4553094,3845829
1127629793,67284225,5903513,3849167
786955937,234183872,4092505,3849924
659060256,598129345,4091311,3851580
840064641,463738721,4660613,3854581
1427216181,145631981,7200883,3858037
1302996513,127675105,6680811,3860803
978104291,112004941,5170332,3862302
850469536,10785025,4451080,3862721
985032961,883006081,6140161,3863647
1287918129,358926568,6653240,3864819
1388648386,714874121,7286964,3866649
896418240,685227473,5348731,3866944
1136961703,523079945,6104778,3868344
1061957761,753158856,6117236,3871071
1983358840,817152561,9493210,3876447
1872038641,580383640,8989240,3879133
840699880,19499073,4377708,3881231
866245976,578296625,4981299,3884600
876935873,867471600,5757493,3887186
1338971056,82472241,6827066,3888993
856960657,1644529,4472471,3891001
816651480,558516001,4703545,3891876
1786985229,1595866021,9883245,3892825
1794342584,1340463041,9444260,3895185
1378178289,369062848,7026560,3895587
828058072,61232049,4286017,3896682
989082913,987206440,6418169,3906368
1389639792,1067082689,7780982,3907147
712725969,555065912,4161529,3907546
991522449,317917552,5273387,3909456
1122362251,222166901,5874768,3909732
794982625,203425096,4079080,3911113
952485554,633599017,5453217,3911796
1865578169,64550697,8894599,3911921
1427185877,675325229,7388777,3913071
1455978128,273493505,7320741,3914102
1573907089,613362657,7899947,3914103
834052001,33445471,4310412,3915468
1591348272,1505964017,9214685,3917612
1003789301,182786381,5287911,3917999
812495473,133876945,4171679,3919087
1661398855,647182361,8244870,3919254
1838569483,1224304469,9401910,3920658
981598609,42813232,5160713,3921838
1252482146,1137808441,7521768,3922971
834653096,419832225,4521434,3925795
1115499168,844418609,6470020,3926963
1220580977,452489384,6395294,3928977
899825047,154794089,4713828,3930012
929081288,224788305,4896034,3930713
885551505,720112561,5365729,3931665
975627961,307393706,5177199,3933006
1814042753,835055144,8912545,3944916
957892193,262744104,5058217,3945940
831851729,587182352,4810106,3947193
950497393,86394184,4980605,3952312
1686664401,947781256,8574459,3953404
950409789,808252757,5813321,3953947
2046436573,46585045,9552001,3958373
1845358705,252733536,8820945,3960278
1324883217,440992864,6820496,3965643
1137149473,190401760,5920967,3969608
1884772834,1320635657,9671778,3969789
1029487953,393452864,5482331,3970960
1079263121,406713456,5726357,3972976
1328044153,891052394,7273884,3977715
789738971,555976021,4509906,3979224
1878980617,674914569,9043647,3984661
823119071,796058401,5334648,3985344
1622784541,254808851,7971252,3986622
1328634848,819382209,7170031,3986660
1300982049,357754768,6682947,3988610
2017947073,198650400,9449099,3989202
691541393,587759144,4088490,3993527
1284037645,395285541,6623225,3994131
1066631434,753518297,6101067,3999204
1043038049,270189752,5473044,4004759
1410322033,721773592,7352785,4008950
1043893429,831887821,6174875,4013275
1332670169,1057093162,7572267,4016664
2010082201,1048689506,9743937,4017354
1662866897,1105932504,8685002,4019833
927149465,876232618,5895996,4020507
1510782625,1341778048,8651552,4021607
1027565585,104791296,5358562,4021865
1548630160,312051441,7681940,4023069
915579224,821483297,5705593,4023744
1686467761,63958305,8205915,4025503
1735273601,1243303376,9108776,4027551
1549104805,318089341,7683985,4028833
955487505,501346688,5206441,4029134
1342235384,38631633,6812677,4031260
1514675104,1281664993,8538080,4039031
1135785625,438153671,5982438,4047570
909544091,628798405,5202042,4048890
1338993381,1201270285,7884561,4051835
1459265905,879470568,7700966,4055919
1038331648,1005910945,6572774,4057123
879225241,46963881,4495571,4058571
1701211576,595865281,8350826,4060811
1425523968,291568769,7174523,4061350
949664921,66960706,4915533,4064604
1331203153,377617824,6801330,4065049
1589632765,361681573,7846163,4069621
1254502009,536780937,6562351,4070097
865612411,229694645,4432530,4071096
860823178,164444825,4374969,4075854
1427130688,152316609,7162449,4084820
1877761453,249779797,8929585,4085065
1948163037,532675669,9232741,4085601
865746721,408118656,4573824,4087801
1280697585,1136830408,7573816,4088157
1386709240,465391441,7062290,4089817
896912992,11777409,4582203,4093066
1496595673,1365421545,8657009,4094847
1832693073,812545024,8947770,4098023
937668184,46660257,4824348,4100903
1663267976,1394292401,9156368,4101357
1323567389,367346757,6757493,4101763
2066455216,766566145,9737755,4102042
1691925208,1580744865,9603894,4112227
1056060449,690519007,5909592,4117392
1272092077,570096949,6649907,4120571
1781250368,827808465,8775493,4121272
1200228205,111915203,6161826,4122432
1433008704,615182737,7329783,4123342
918609881,604686281,5153641,4129617
1705362253,162991125,8267781,4131629
891863229,172794037,4531967,4136331
918492205,195179733,4702359,4138543
1121907145,508648343,5946258,4139166
891820951,357828041,4633422,4141602
1315095432,400716769,6724092,4142647
884794049,335986728,4568785,4143932
950330969,736556698,5569275,4147224
911900000,656339201,5223750,4149349
2116487017,348388377,9800783,4149585
776182977,643313272,4572271,4150680
1867271873,104653752,8878895,4150820
898595160,315296801,4630520,4152007
1677429280,1121626753,8739436,4152737
796202929,481540312,4226131,4152808
1132699721,909732585,6609613,4153505
929701424,920618097,5987878,4155823
1193831402,716420569,6486072,4159659
965028865,290856928,4996289,4162388
1323386209,457318048,6778967,4167160
1248267856,551875761,6523821,4167764
993744107,132649237,5109492,4169100
1670017445,983350413,8534749,4170569
1726849392,693280049,8483632,4171213
1066136065,965451088,6521627,4171378
1650174130,353790953,8066892,4172529
1237235880,402477473,6379043,4172998
945168053,174320925,4833031,4175771
951497793,176573345,4870747,4175957
911325409,92892912,4613367,4177988
1065220697,15685882,5479950,4185561
1410563705,1156584658,7975461,4188444
1188273017,1328434,6083862,4188729
1103721889,708520288,6106589,4194890
1696065192,643825409,8339071,4196084
1338399173,7966125,6758779,4198513
1037058120,402002353,5430079,4199094
977025813,272336045,5032949,4200133
1176120897,971909824,6874731,4200326
812955281,582443216,4533973,4203744
875013649,654874608,5025205,4206516
1635819029,731756107,8169906,4209234
1947710337,1281260872,9787845,4209974
1288539664,251035393,6549476,4213505
788665075,640798733,4575108,4214664
1991414581,14594701,9331307,4215077
939502441,662918809,5325665,4216705
1886906018,1358439145,9715227,4217286
879352677,514122317,4726625,4218683
1319343889,2697232,6670066,4220201
873919042,187950377,4343742,4223115
1148684489,405318953,5962669,4223535
1918642992,962518657,9347871,4225760
1109586608,416664017,5784090,4226695
1799703845,1257379533,9305371,4226929
1580689097,1009389367,8261484,4228020
1755675681,1480830976,9555897,4231088
942327329,121970112,4770179,4232162
1447843216,1299867745,8370775,4234708
921690552,224468369,4661152,4236949
1898347265,867089936,9202021,4238730
1463168177,341775224,7305964,4240173
1929383985,865588696,9308088,4243085
866908229,108282957,4255303,4245557
1123485424,744047233,6227738,4248325
858560736,701514161,5051777,4251794
1332661872,33992177,6720560,4252003
1213990295,524461081,6330750,4252836
953351800,372100593,4927924,4256547
962994370,663601001,5409855,4258068
938344181,601783101,5169427,4262201
1026750440,178028433,5246368,4263659
1824831527,324199129,8719296,4264764
905126089,359045161,4622335,4266365
1783893137,703783569,8686721,4266503
1348002417,1013918384,7497263,4269754
1129675049,475692922,5905479,4271964
953899399,150162137,4815318,4274082
1290019381,699461005,6810227,4287635
1716635137,1638881584,9772958,4288613
1095279537,92469944,5589139,4290556
951411585,80328856,4781115,4291498
1437294121,1229488346,8185044,4292199
1567807393,1190707000,8492536,4294439
843294257,761034984,5143859,4295284
1089411817,855990914,6303534,4298181
1500173219,1374970813,8663754,4298850
988103333,373742765,5096511,4301219
1514335051,24331445,7479840,4302024
1401478456,634402801,7184989,4303468
1149518097,641730944,6160343,4303678
1169023968,468116305,6068458,4306713
1164073425,408942568,6006084,4308283
2026134017,524021167,9491682,4309920
1303280688,272900705,6591853,4312514
989940573,660039205,5494029,4314691
1697831450,1497279673,9428958,4315233
2142380065,446419128,9892002,4316291
743727457,730063439,4610658,4320936
977700336,908056321,6043206,4324069
1466714261,574825661,7397817,4325573
781105168,650429089,4475225,4327268
1778722448,410606385,8550817,4327858
1064170205,695857013,5874181,4329657
1710222613,256334605,8265479,4330361
1449621245,743855333,7465137,4332049
914931992,336685409,4610131,4332558
1344223208,835752225,7180688,4337657
2030214817,300469432,9469475,4338622
2101887440,174725201,9722500,4343643
1289371081,390750345,6555723,4344175
1109357737,49626409,5634683,4347809
1629706189,511664437,8004017,4350199
1377602689,110507512,6892193,4353692
987610754,692068777,5529816,4354959
1027502929,110624232,5191399,4355322
1111701169,645414552,5984787,4355504
1737587959,575457977,8440908,4356786
1064672695,584745641,5687190,4357794
1251175025,570893456,6498740,4358973
847795205,813100221,5294615,4359137
937785765,197292653,4659149,4359457
1025605137,937035304,6263657,4362786
1276862373,451049165,6523253,4364287
1077312273,1007356904,6610345,4365422
2123082434,384781273,9809967,4372290
1698952305,1287527528,9037871,4374394
974110969,266698682,4899864,4376541
963826159,733989137,5512272,4378476
1702960904,935001057,8567614,4379789
1565183217,79817489,7672669,4383541
1133527777,506655249,5906663,4383717
1041189457,550187992,5515303,4385770
858262104,831307697,5377102,4387969
1068436273,488470224,5573010,4390561
1547490737,1266129552,8557760,4392109
947102912,816865409,5652196,4397601
948948144,221703953,4705141,4401500
1006949601,16668976,5040567,4401928
1628492752,771880449,8144136,4413311
2173746169,99500903,9973038,4414350
1183568416,416774241,6061832,4415511
1646779405,498606261,8054171,4420245
1065343121,127525376,5365641,4421882
1485815761,600868296,7470521,4422366
1539245249,1328671377,8654461,4422473
1905799898,490331977,9032715,4423770
1661145313,1279054225,8906753,4423811
1771584081,347747296,8498314,4433241
1668429517,1184773029,8772039,4433309
1383456413,972848275,7510764,4433454
1441691505,853846928,7539482,4437649
892209368,537977505,4671193,4443404
1450789824,284031857,7199491,4443628
1450303993,1163493890,8067273,4444098
1464280280,223835873,7248499,4444698
943557072,380324609,4739354,4445467
1274030896,5354961,6399044,4447419
2007724001,91638776,9367954,4450317
1794646185,658028713,8678519,4450851
1037939033,622745674,5575284,4453845
1377753952,406838097,6916870,4454247
777060984,717154577,4590953,4454746
958296893,508133669,4984405,4455261
1527948761,774252490,7765170,4459497
2007031121,653881951,9448116,4459974
1095967269,685336477,5934759,4465871
882928969,831390698,5423295,4466232
1644038962,1560028169,9410292,4467927
1686081873,144871360,8143461,4468076
1285447665,961415521,7148663,4475325
1618288711,513476201,7938522,4477476
1207006663,309397145,6100458,4480674
1141171528,130550449,5739076,4481875
1774999041,167738896,8489152,4482177
1207446589,566857763,6263190,4482486
1838837633,751320440,8886324,4488991
1686065713,916389400,8473996,4489523
1558153249,501651263,7692894,4491150
1399505336,67354401,6949642,4496387
1446947181,545082181,7262091,4500017
1436091184,242781777,7116526,4502937
911945969,523366032,4706002,4503409
1630749873,328376680,7933148,4503507
993634625,537313008,5181472,4514447
1572528811,214842245,7682178,4515300
1247703616,771041025,6674725,4515906
1070528385,252472513,5361913,4517241
1549981112,635013009,7725769,4519466
1674489529,263814057,8095681,4521591
1448700601,1138763426,8001531,4521696
1197094930,162066953,6006396,4522167
1728687077,486736989,8350699,4522693
1169548401,269757296,5886272,4524029
1049822913,249482320,5235537,4530284
941176088,399716225,4671493,4530606
1516339553,869188769,7810585,4531113
1998223153,1292219344,9927859,4532240
1418912241,1413875336,8516579,4532944
1563401641,1534242290,9150081,4535220
2089001181,42666661,9655849,4536369
1157379361,272240785,5816635,4542647
1823932581,372372445,8686495,4542777
1343836522,42913097,6688110,4543269
1970218505,741235138,9345753,4544052
1028539873,560464080,5379831,4544344
1987530709,81900957,9282671,4545573
1020795136,164340001,5030087,4548292
1312304437,612127309,6737809,4549367
1270968696,326660945,6379675,4557484
1146055173,921058765,6561127,4562949
1998352889,765989218,9455790,4567401
1015785653,386516349,5087005,4570057
1369707413,861775245,7256971,4570189
1118542849,198301072,5581564,4571329
1694747712,1399566737,9202679,4571570
1871206033,941165505,9130083,4571927
1659095344,1560579057,9436047,4578742
1050804208,24663985,5177537,4584374
2033623834,286166297,9454473,4589562
969985985,580612728,5077052,4590191
2096446625,940897968,9898996,4592857
1129513697,52929744,5615603,4597382
1525563730,1510388873,8996013,4597422
989905053,130210565,4787011,4598363
994633601,675197376,5388539,4602434
1126779301,219194301,5612167,4603479
990262657,406185009,4925547,4604473
1216486573,1003112229,6968871,4608325
925035880,580821393,4810121,4611282
1198100344,870858753,6626238,4611995
1018442640,602615761,5355003,4613120
1985471616,80968225,9266745,4614344
1244668504,1170337777,7447958,4616207
1934459423,191492929,9077922,4618110
901229392,576871233,4652560,4619535
1339639288,872291025,7149198,4619897
969428929,740017792,5415407,4621724
799289456,777018561,4783121,4621952
957146848,423146289,4717837,4624140
997929040,239522673,4841731,4626108
1436073457,261858952,7086257,4626190
1574786705,489883423,7726794,4627308
2002996449,916184176,9557965,4629570
865816897,764141424,5020182,4631381
1005689953,18180264,4857495,4632256
1492624160,41842913,7316151,4632392
1135791969,279951952,5658839,4635432
987572433,906958145,5942651,4636337
1522773949,983870627,7962906,4638438
1419083101,33024021,6995457,4638709
1539112777,1022110089,8073683,4643097
1516474925,764527411,7674222,4645770
1380445129,1163398967,7819836,4646112
1449294065,960947983,7672344,4647336
1054050962,517066969,5385372,4651629
1192947169,413878152,6004864,4652151
1095321865,475494098,5556147,4652634
2053648738,26312489,9513336,4656945
1296298033,894839745,7016147,4660047
1788341072,1373807409,9409459,4664264
1395992840,46390673,6883068,4671061
1548493473,654685144,7700826,4672925
990918152,469633329,4947743,4674106
1310228761,9817881,6487523,4675503
1301709933,409780469,6509981,4676885
969798328,804784225,5558423,4677712
1547380305,599362408,7658727,4680206
1730861937,1146641009,8878049,4681897
1834331530,998156633,9042594,4681911
994791633,441959440,4919466,4693049
1438150480,1357529713,8405039,4694278
1673204641,419890560,8084880,4694617
1768655824,1056784993,8881879,4703780
1269897377,1200042024,7570343,4708772
1097097872,373297169,5447529,4709374
977383480,387704161,4728403,4709870
1447427041,842655360,7483785,4714408
1853959355,1552312693,9903096,4716726
1133893749,317148157,5615297,4718091
912181152,730816289,5056579,4718158
1303076577,3415744,6436718,4719411
1189933752,582554369,6100607,4722652
1041191497,428253049,5161249,4723183
991568721,670287656,5278951,4727482
1336148113,634844784,6802282,4729335
1079753699,151443277,5253312,4730394
1322771853,60404885,6525877,4731187
1230114001,776757249,6539545,4731405
1086442472,866725409,6149437,4736886
1353224481,246235256,6677831,4739084
1682099185,40156943,8075388,4744944
1080384425,936652978,6300351,4745532
1291036553,1185131314,7584108,4747575
1081018353,350251064,5311069,4753540
1041093193,207811274,5000865,4756728
1323201440,267358833,6535022,4756847
1009171165,132211283,4768218,4759512
1053902321,878271896,6043313,4761966
1450907473,1060663360,7816354,4763687
1731276857,393414249,8294827,4766251
1105606445,674405381,5809745,4772811
1179318049,623670097,6076337,4774259
1547730281,650839545,7670923,4776965
1458036849,1189951553,8079355,4783543
1029600625,309491568,4942036,4785789
1135323408,389143889,5619047,4787690
2103141218,109240969,9679527,4787880
2091270101,270791661,9640483,4794013
1633208224,1627416417,9497321,4799628
1968392792,682829217,9279257,4800460
1043606289,130435768,4962601,4803330
1053305561,381552681,5127901,4804181
1032883289,520492807,5160882,4806066
1594891240,1073255953,8305736,4807541
1883031656,771168801,9013639,4808524
1338700082,381684217,6618420,4811547
1325786381,790191955,6915186,4813890
1100007181,69369141,5305987,4817757
1184153281,356146440,5842827,4820950
1269168467,202061533,6235950,4821480
1055404593,307775384,5076685,4821716
1410548701,895661125,7390775,4823401
1053207168,437696929,5160669,4826870
1612876217,1528005514,9217884,4828317
1507476369,356812192,7355499,4829408
1448459704,147829233,7069530,4830193
1895055241,180677786,8897322,4831269
1232820223,316124849,6071964,4833870
1239201737,4975138,6068700,4835145
1203105085,911480613,6646501,4836531
1102870704,34460177,5307061,4838828
1035961109,407484317,5011643,4839711
1146121141,412804941,5659857,4842089
1539823752,785224529,7738006,4842599
1809322489,506345282,8612136,4846869
1835562505,260112938,8669877,4847346
1125771944,989895617,6553141,4848438
2073721544,121242177,9563542,4852117
1853984921,254689186,8739903,4852266
1438093688,218639825,7020156,4855493
1256577304,197617297,6155831,4855586
1533614834,958887817,7918698,4857357
1063185997,634243669,5477293,4857803
1150676049,267372952,5602032,4859803
1084451473,9576360,5172526,4863561
1497821531,644155861,7442352,4863954
1113805368,730537025,5895962,4871531
2067412401,969823496,9789608,4873427
1139643525,329416541,5552467,4876325
1525997493,1150514365,8194247,4881699
1350548232,330676129,6629338,4882083
1069591169,755675217,5740421,4884673
1129121673,239032105,5451123,4886657
1761506482,1245500393,9089835,4888290
1642299393,118334864,7881307,4892390
1039835329,382935352,4963253,4893986
1352712993,1222907200,7814942,4895037
1154108785,96361871,5571840,4895388
1526206648,784164865,7671124,4895423
1024263568,709907569,5410961,4897090
1014408529,735193888,5422375,4900562
1361343025,318645576,6669215,4900974
1251842577,991495664,6968972,4902731
1791800305,7911456,8481410,4903473
1405505305,612248138,7019166,4904487
1615271849,97708807,7763904,4911438
1095752522,709994329,5747274,4912713
1695173513,270477490,8101449,4914444
1806014113,1330464289,9355189,4920275
1934965277,640507397,9121003,4921005
1987207537,343757544,9243651,4922684
1984763608,464774625,9251718,4933837
1884184160,1328240993,9583742,4941741
1654748545,516052488,7987704,4944223
1661714959,1457788577,9175824,4944234
1831694889,205171417,8633211,4947373
1108628976,491801761,5449497,4948424
1199680689,83464168,5791085,4954368
1220411024,22331697,5903524,4955533
1837166393,1187041399,9233778,4956780
1025885149,867640403,5795868,4958310
1876441913,74810314,8799900,4971261
2092056432,907305809,9817852,4974053
1069120840,872796513,5975178,4974227
1111027968,126699665,5250412,4976917
992101889,879470408,5681172,4979905
1200825481,778751241,6312313,4982301
1423823489,328774392,6929567,4982312
1345297963,90895109,6530700,4982874
2081649629,232934693,9577933,4984605
1276439224,1174323873,7450764,4984615
1528336093,947445157,7851625,4989775
1204284733,1044208549,6898255,4991441
1662227825,1476795648,9209098,4992401
1096766393,462361810,5312439,4993302
1409248841,92248186,6831276,4993551
1416468857,722532919,7138692,4994322
1098251969,754558447,5798442,4997688
1208639413,560256925,6024689,4997971
1468842737,1044430424,7790622,4999183
1150989617,997255569,6594307,5001317
1703900842,954251129,8487693,5001876
1620058409,1234253993,8613909,5003345
1110499697,259464632,5250240,5004227
1142336741,571155261,5687239,5011591
1385335873,435890320,6777256,5013583
1038777577,671587689,5304023,5014659
1877695496,1146442545,9303650,5019487
1967919025,1143650928,9596598,5020991
1324642097,716043224,6733197,5022052
1889687296,143367201,8842608,5023673
1842660048,1280458385,9373111,5024674
1127906752,379728337,5401666,5026375
1327831461,146589581,6425719,5028643
1848368337,477913304,8719202,5038201
899131761,893130080,5309615,5038622
1474938125,444001061,7173555,5045479
2104997733,689199389,9741655,5046671
1114828752,19023089,5209379,5047544
1251377192,653363537,6313236,5049115
1829495761,319332240,8613829,5050500
1358429969,554935008,6706742,5057815
1629725109,584452973,7888675,5059867
1631696233,1401178775,8957232,5064816
1823951201,1473159920,9631725,5066026
1191788813,108811555,5672328,5066286
1163853977,654267514,5882652,5066709
1142184177,634674664,5732452,5079837
1374375009,604048,6626025,5084792
1443245233,209652840,6959807,5085966
1309828930,270052553,6322098,5086509
1986155105,20177313,9200507,5086733
1346603688,1121266385,7510496,5087173
1819298593,429859720,8583326,5093821
1913942665,976503671,9233220,5095812
1093563032,657004769,5498214,5101837
1116331648,737330289,5776145,5104434
1703876889,573678857,8170519,5104561
962077517,875331237,5447023,5108165
1339580952,260735969,6459187,5108278
1646925541,736248765,8042255,5112033
1578352293,915931805,7961033,5113313
1771754101,783413245,8555707,5114575
1110836721,240843776,5143796,5115229
1199706753,409693265,5768197,5122369
1336775480,102268193,6419414,5128323
1241223432,1025189489,6921041,5134982
2103282163,351196685,9644616,5135112
1563169729,1202706072,8350732,5137041
1445067065,1228595866,8038080,5139219
1458459985,66312328,7002139,5141212
1161850145,648635768,5809896,5147143
2063193887,428237377,9503970,5148066
1282572290,640695193,6390369,5153166
1398500545,846606328,7165696,5153681
1368708109,53111891,6566010,5153850
983958912,907907089,5616523,5154528
1798032241,726524496,8607491,5156892
1278195721,234132626,6110067,5157198
1920902897,1012977792,9280285,5162012
1595901433,445084754,7659015,5165082
1880565817,737570642,8923305,5165082
1552167453,282693989,7431515,5165669
1412843985,20359936,6773570,5171271
1297788736,331023441,6230136,5171941
2088126880,676298353,9656701,5176832
1488879712,1057537089,7830744,5185457
2069060104,294819537,9504379,5185788
1202902976,28327041,5647262,5186363
1593352248,158131249,7593823,5186730
956608425,925806761,5544253,5187305
1133458249,725052777,5775209,5188869
1322622305,1087585536,7320760,5194153
1813457200,466657473,8546988,5196079
1366593089,371907848,6567190,5222037
1004950369,972327832,5871443,5225726
1178876360,1004659121,6607635,5226388
2173857969,557607568,9924150,5226623
1870397741,486449061,8767433,5232853
1512997307,64721989,7217316,5233932
1741342941,198891301,8206579,5237277
1797698608,1463443729,9513220,5239051
1398797745,472031408,6759152,5241683
1854286817,636189672,8754460,5249591
1879271105,1227044528,9374901,5250526
1864270792,1458045889,9690671,5250568
1220674489,594596217,5968059,5251319
1256498936,194077761,5921009,5253932
1055377729,993997912,6110543,5256436
1368836189,887165061,7070375,5257495
1321272640,94496241,6266142,5260465
1192109689,769526522,6099183,5260842
1125315576,534601681,5330076,5268923
962383469,874249397,5293703,5274951
1236242185,508322233,5935597,5283797
1310183641,675766151,6493002,5285154
1594033877,1540727899,9122604,5287974
1690531513,1098158330,8561634,5289087
1226435376,36563761,5707341,5291056
1389347473,1026533200,7387004,5294741
1946793184,16853857,9010733,5294882
1680186377,648588857,8064475,5295549
1189008837,513861949,5659633,5302647
1331150377,234243122,6301947,5308890
1571106248,782194385,7725526,5309127
1448672938,619408937,7058880,5310135
1944068520,852042433,9201333,5314798
2181228264,326927857,9902193,5315338
1078208781,831312181,5661819,5318891
1197985493,357607149,5567947,5324795
2038727233,888579120,9564843,5327666
1336530145,26112456,6305730,5328973
1834576744,962939457,8894997,5330458
1976612261,616365981,9193919,5337751
1093721877,799657277,5634325,5337961
1169522849,1100833832,6783684,5344679
1613955433,85640810,7629117,5346498
1857058834,1301030537,9393972,5349801
2029138913,175535985,9318323,5352121
1316346289,297931007,6208938,5353176
1546146341,1483221101,8849599,5360781
1146642049,799841712,5872197,5367842
1868297728,470352945,8724979,5368056
1441508209,1017120888,7529007,5374450
1700989121,1646511576,9614014,5386933
1793432297,1364847559,9296256,5387346
1496159904,1427906977,8578713,5390612
1272633504,12498913,5904759,5392360
1397944297,118548217,6590087,5395535
1122274736,706708065,5505790,5395603
1147060704,810693377,5877844,5396993
2167071607,842870249,9981558,5398506
1286416906,251396201,5993622,5406237
1204947985,159331648,5470652,5411893
1237249401,1169422105,7164135,5413699
1640382245,1099078013,8358927,5414753
1341450641,448548656,6367113,5416382
1646343713,360573720,7770992,5419193
1227409457,430429904,5714316,5419469
1220298113,324176705,5602953,5424311
1665342401,675856296,7982261,5427142
1232074248,522932465,5817218,5428111
1165077424,928436737,6235429,5431142
2123526176,926774321,9872876,5432013
1498118649,1405357897,8519001,5432633
1332877073,854378640,6784471,5435566
2044232977,740819992,9478550,5442583
1469867537,1371523137,8357105,5443147
2079557104,370307553,9506035,5443698
1988784309,475952093,9175465,5456059
1624448645,1168444301,8406993,5456675
1321063413,864364045,6740749,5456931
1328008249,469140697,6278467,5464199
1868285419,244685333,8664456,5477160
1352618917,552998157,6460803,5479415
1089170209,805551537,5494447,5482443
1242045173,916106765,6493539,5487757
1403513665,438105633,6637239,5489567
1778695913,233097874,8291025,5499444
1267411897,530639522,5969280,5500869
1687826893,1453899155,9135162,5503506
1486715893,1323835005,8273521,5508357
1264270001,359237921,5817861,5509631
1274030193,1060476824,6953347,5511800
1216845056,448122081,5578381,5512538
1779985504,403199457,8314926,5515021
1166616745,848625698,5973429,5515938
1333794361,889098386,6804393,5525262
1123875153,1066429280,6419557,5528324
1492291821,665155781,7195303,5532883
1381473585,303653968,6446082,5534047
1446482997,872810989,7242877,5536251
1221091377,1078097057,6794725,5540449
1800966573,752718805,8541647,5544087
1380985889,351652728,6451492,5544185
1309008088,988039569,6896854,5544375
1214614833,590221280,5694559,5545826
1616734712,1467955697,8958499,5549340
1394676488,314423585,6508442,5551101
1297842168,293581249,5959755,5551478
1660212561,146644696,7761691,5551596
1598921306,1102700665,8176911,5563470
1650458273,1318729800,8737757,5566498
1440954529,60770097,6710329,5572947
2080937221,554613885,9520863,5573305
1072694049,1017866977,6026139,5580973
1301709741,440798725,6027531,5582735
1358419569,35189632,6259652,5582787
1295065781,1105081421,7105917,5583571
1568496673,995920,7329863,5583928
1257088135,29595353,5642406,5585046
1467498001,95856720,6835445,5592432
1677825456,282538241,7834042,5594011
1463538912,1335150929,8205733,5596544
1345829441,588500456,6381717,5599114
1663703864,755466273,7979062,5599165
1233428216,644708321,5837964,5599177
1044318161,1011300416,5873031,5600054
1732467672,429739009,8095314,5601563
